,Unnamed: 0,sha,drug,section,doi,title,year,sentence,posssible_hedge,corona_paper,corona_block,Is_Negated,Is_Negated_Orig,Unnamed: 13,annotation_expert_1,Treatment
4487,4885,36c123eb9cf765e87991924a21da9bdf32e7dc85,acetaminophen,abstract,10.1186/s13256-018-1764-2,The challenges of treating tracheobronchitis in a laryngectomee due to nontypeable Haemophilus influenzae: a case report,2018.0,"He was treated with levofloxacin 500 mg/day, ciprofloxacin eye drops, acetaminophen, and guaifenesin",,True,True,0,0,0,0.0,treated
4492,4890,36c123eb9cf765e87991924a21da9bdf32e7dc85,acetaminophen,body,10.1186/s13256-018-1764-2,The challenges of treating tracheobronchitis in a laryngectomee due to nontypeable Haemophilus influenzae: a case report,2018.0,"He was treated with orally administered levofloxacin 500 mg/day, ciprofloxacin eye drops, acetaminophen, and guaifenesin",,True,True,0,0,0,0.0,treated
4493,4891,36c123eb9cf765e87991924a21da9bdf32e7dc85,acetaminophen,body,10.1186/s13256-018-1764-2,The challenges of treating tracheobronchitis in a laryngectomee due to nontypeable Haemophilus influenzae: a case report,2018.0,"He was treated with orally administered levofloxacin 500 mg/day, ciprofloxacin eye drops, acetaminophen, and guaifenesin",,True,True,0,0,0,0.0,treated
4742,5159,39ae1255bf578428f00dcdb5422846fc94ce1c22,abciximab,body,10.1378/chest.10-1971,Beyond Thrombosis The Versatile Platelet in Critical Illness,2011.0,"72 On the other hand, abciximab (ReoPro), a chimeric Fab fragment of a monoclonal antibody with high affi nity for the GP IIb/IIIa receptor, was found to suppress the usual rise in levels of circulating infl ammatory markers following percutaneous transluminal coronary angioplasty",could,True,False,0,0,0,0.0,suppress
4982,5411,3d94191ac055bee08581038e9423511bd066b74c,amoxicillin,body,10.1016/b978-0-323-39956-2.00001-7,1 Sore Throat,2018.0,Treat as acute GAS pharyngitis with amoxicillin or penicillin (or an alternative agent) each time a test is positive; this will prevent ARF if the GAS identified has been newly acquired,,False,False,0,0,0,0.0,treat
4983,5412,3d94191ac055bee08581038e9423511bd066b74c,amoxicillin,body,10.1016/b978-0-323-39956-2.00001-7,1 Sore Throat,2018.0,It is preferable to treat most patients with penicillin or amoxicillin whenever symptomatic GAS pharyngitis occurs,,False,False,0,0,0,0.0,treat
5601,6070,44e49ea1e947840f56d464cc9926a0eac3e23b2d,abatacept,body,10.1007/s10875-019-00597-5,2019 CIS Annual Meeting: Immune Deficiency & Dysregulation North American Conference,2019.0,"Our patient is currently undergoing therapy with abatacept (CTLA-4 fusion protein), which has been reported to improve GLILD, splenomegaly and enteropathy in patients with CTLA-4 haploinsufficiency",potential,True,True,0,0,0,0.0,therapy
5637,6106,4519998f22e00e318090334979b5d837a0e10da4,acetaminophen,body,10.1016/s0091-6749(98)70127-7,Sinusitis in the common cold,1998.0,"In subjects with fever or pain, acetaminophen therapy was permitted",,True,True,0,0,0,0.0,therapy
5681,6163,46030e9b8451bf3b0c90833dbeacce286a263a09,testosterone,body,10.1101/265199,An Augmented Aging Process in Brain White Matter in HIV,2018.0,"Participants were assigned a '1' if they endorsed a history of each of the following medical conditions: cerebrovascular risk factors including hypertension, heart failure, COPD, anemia, diabetes; endocrine dysfunction including thyroid disease, testosterone therapy, estrogen therapy; kidney disease",,False,False,0,0,0,0.0,therapy
5682,6164,46030e9b8451bf3b0c90833dbeacce286a263a09,testosterone,body,10.1101/265199,An Augmented Aging Process in Brain White Matter in HIV,2018.0,"Participants were assigned a '1' if they endorsed a history of each of the following medical conditions: cerebrovascular risk factors including hypertension, heart failure, COPD, anemia, diabetes; endocrine dysfunction including thyroid disease, testosterone therapy, estrogen therapy; kidney disease",,False,False,0,0,0,0.0,therapy
5774,6262,46e88010c4a926b35d981984c673bb834c17f7d2,cefepime,body,10.1590/s1806-37562018000000130,2018 recommendations for the management of community acquired pneumonia,2018.0,"(63) Recently, a study of a new cephalosporin, ceftaroline, demonstrated the superiority of ceftriaxone over ceftriaxone for the treatment of pneumococcal pneumonia",,True,False,0,0,0,0.0,treatment
5775,6263,46e88010c4a926b35d981984c673bb834c17f7d2,cefotaxime,body,10.1590/s1806-37562018000000130,2018 recommendations for the management of community acquired pneumonia,2018.0,"(63) Recently, a study of a new cephalosporin, ceftaroline, demonstrated the superiority of ceftriaxone over ceftriaxone for the treatment of pneumococcal pneumonia",,True,False,0,0,0,0.0,treatment
6021,6530,4a94f3fe57da5dad4c965d59faf0facc2039175a,acam2000,body,10.1371/journal.pone.0149364,Percutaneous Vaccination as an Effective Method of Delivery of MVA and MVA-Vectored Vaccines,2016.0,"The current US-licensed secondgeneration smallpox vaccine, ACAM2000, is also administered by skin scarification, a procedure that is believed to be partly responsible for the success of the global eradication of smallpox by provoking robust innate and adaptive immune responses [62] ",,False,False,0,0,0,0.0,administer
6362,6895,4fa899cfc3a16a61f3f33a66eb381d924c34cac9,tetracycline,body,10.1016/b978-1-4160-4390-4.00001-1,1 Tropical Lung Diseases,2013.0,"Antibiotics (ampicillin, tetracycline and sulfa drugs) are available to treat COPD exacerbations in the tropics.",,True,False,0,0,0,0.0,treat
6363,6896,4fa899cfc3a16a61f3f33a66eb381d924c34cac9,benzylpenicillin,body,10.1016/b978-1-4160-4390-4.00001-1,1 Tropical Lung Diseases,2013.0,"In severe pneumonia in hospitalized children, the policy in low-income countries is to first give benzylpenicillin injections, changing the therapy to oral amoxicillin when the child responds",potential,True,False,0,0,0,0.0,therapy
6551,7093,51b220c3b371a1f913a724037ada63579d016a4b,acetazolamide,body,10.1016/b978-0-323-35775-3.00015-1,Chapter 15 Skeletal Muscle 1,2017.0,"More severe cases can be treated with the diuretic acetazolamide, which causes increased urinary excretion of potassium",,True,False,0,0,0,0.0,treated
6556,7098,51b220c3b371a1f913a724037ada63579d016a4b,acetate,body,10.1016/b978-0-323-35775-3.00015-1,Chapter 15 Skeletal Muscle 1,2017.0,"Glucocorticoids with high mineralocorticoid activity, such as isoflupredone acetate used to treat ketosis, are a recognized cause of hypokalemic myopathy in cattle",may,True,False,0,0,0,0.0,treat
6620,7164,5206bbfc99d29f0573e944398e5c0a36aac097b2,acetaminophen,body,10.1016/b978-0-12-801238-3.66161-5,Respiratory Viruses,2019.0,No treatments are licensed although acetaminophen or ibuprofen are often used for treating fever,,True,True,0,0,0,0.0,treating
6654,7200,528411eebd9d3c1b16ab5ec425724551e7837c5d,acetate,body,10.1002/ccr3.1018,Hydrocortisone therapy in a cat with vasopressorâ€refractory septic shock and suspected critical illnessâ€related corticosteroid insufficiency,2017.0,"Heat cycle control with megestrol acetate (MA, 5 mg/cat PO every other week, in irregular intervals) was last administered 2 months earlier",,True,True,0,0,0,0.0,administered
6668,7215,529fe033afc5b8f83c55aa6b8f034fd506bf7b9b,acetate,body,10.1016/b978-044450514-9/50007-3,VII Digestive System 1,2000.0,"Adenomatous polyps have also been reported in the pyloric antrum of C57Bl/ 10J mice treated for 52 weeks with the synthetic progestin, cyproterone acetate (Tucker et al., 1996) ",,True,True,0,0,0,1.0,treated
6781,7335,54465e7a0e79e263ce5748574a53b1281e40b8b7,acetate,body,10.1007/s11064-010-0318-9,Glial Cell Lines: An Overview,2010.0,It is interesting to note that this study demonstrated a differential effect of treating the OLN-93 cells with two drugs prescribed as therapy for multiple sclerosis: a glucocorticoid (inhibited nitric oxide production) and Glatiramer Acetate (no effect on nitric oxide production) [12] .,,True,False,1,1,0,0.0,prescribed
6782,7336,54465e7a0e79e263ce5748574a53b1281e40b8b7,acetate,body,10.1007/s11064-010-0318-9,Glial Cell Lines: An Overview,2010.0,It is interesting to note that this study demonstrated a differential effect of treating the OLN-93 cells with two drugs prescribed as therapy for multiple sclerosis: a glucocorticoid (inhibited nitric oxide production) and Glatiramer Acetate (no effect on nitric oxide production) [12] .,,True,False,1,1,0,0.0,prescribed
6783,7337,54465e7a0e79e263ce5748574a53b1281e40b8b7,acetate,body,10.1007/s11064-010-0318-9,Glial Cell Lines: An Overview,2010.0,It is interesting to note that this study demonstrated a differential effect of treating the OLN-93 cells with two drugs prescribed as therapy for multiple sclerosis: a glucocorticoid (inhibited nitric oxide production) and Glatiramer Acetate (no effect on nitric oxide production) [12] .,,True,False,1,1,0,0.0,prescribed
6784,7338,54465e7a0e79e263ce5748574a53b1281e40b8b7,glatiramer,body,10.1007/s11064-010-0318-9,Glial Cell Lines: An Overview,2010.0,It is interesting to note that this study demonstrated a differential effect of treating the OLN-93 cells with two drugs prescribed as therapy for multiple sclerosis: a glucocorticoid (inhibited nitric oxide production) and Glatiramer Acetate (no effect on nitric oxide production) [12] .,,True,False,1,1,0,0.0,prescribed
6785,7339,54465e7a0e79e263ce5748574a53b1281e40b8b7,glatiramer,body,10.1007/s11064-010-0318-9,Glial Cell Lines: An Overview,2010.0,It is interesting to note that this study demonstrated a differential effect of treating the OLN-93 cells with two drugs prescribed as therapy for multiple sclerosis: a glucocorticoid (inhibited nitric oxide production) and Glatiramer Acetate (no effect on nitric oxide production) [12] .,,True,False,1,1,0,0.0,prescribed
6786,7340,54465e7a0e79e263ce5748574a53b1281e40b8b7,glatiramer,body,10.1007/s11064-010-0318-9,Glial Cell Lines: An Overview,2010.0,It is interesting to note that this study demonstrated a differential effect of treating the OLN-93 cells with two drugs prescribed as therapy for multiple sclerosis: a glucocorticoid (inhibited nitric oxide production) and Glatiramer Acetate (no effect on nitric oxide production) [12] .,,True,False,1,1,0,0.0,prescribed
6882,7440,5589f09fd26e12ead3a4d85c63396f3ba964a437,acetaminophen,body,10.1016/b978-032304841-5.50082-0,Chapter 80 Use of Blood Components in the Intensive Care Unit,2008.0,Antipyretics such as acetaminophen may be administered,,False,False,0,0,0,0.0,administered
6982,7557,57456a3b02f9debc020ba48ab5b731a3021853c2,acetaminophen,body,10.1016/b978-1-4557-0306-7.00115-x,Chapter 115 Hepatitis and Cholangiohepatitis,2015.0,S-Adenosylmethionine (SAMe) (20 mg/kg PO q24h) has been effective in treating acetaminophen toxicity,may,True,False,0,0,0,1.0,treating
7003,7582,575878920f54c7e5b25eb200434c0e769661dc30,acetaminophen,body,10.1016/b978-0-323-35868-2.00018-9,Chapter 18 Viral Upper Respiratory Infection,2018.0,"There is no doubt that acetaminophen and nonsteroidal antiinflammatories (NSAIDs), such as aspirin, ibuprofen, and naproxen, are effective in treating pain and fever that may accompany the common cold",,True,False,1,1,0,0.0,treating
7347,7962,5d9bcd526f7f5ea2052abc6aa7d33862b9460c2e,sofosbuvir,body,10.1016/b978-0-323-44585-6.00011-4,11 Liver and Bile Duct Infections,2018.0,"63 Sofosbuvir is the first NS5B NPI available in the United States and has become the backbone of HCV therapy given its high barrier to resistance, pangenotypic activity, and favorable pharmacologic profile",possible,True,False,0,0,0,0.0,therapy
7348,7963,5d9bcd526f7f5ea2052abc6aa7d33862b9460c2e,pentamidine,body,10.1016/b978-0-323-44585-6.00011-4,11 Liver and Bile Duct Infections,2018.0,"Extrapulmonary infection is rare but has been associated with the use of prophylactic aerosolized pentamidine, which suppresses pulmonary disease but might allow for dissemination of the organism",,True,False,0,0,0,1.0,suppress
7349,7964,5d9bcd526f7f5ea2052abc6aa7d33862b9460c2e,aspirin,body,10.1016/b978-0-323-44585-6.00011-4,11 Liver and Bile Duct Infections,2018.0,"In children, the convalescent phase can be associated with Reye syndrome (microvesicular steatosis, hyperammonemia, coagulopathy, and cerebral edema), particularly if aspirin has been administered",potential,True,False,0,0,0,1.0,administer
7350,7967,5d9bcd526f7f5ea2052abc6aa7d33862b9460c2e,ribavirin,body,10.1016/b978-0-323-44585-6.00011-4,11 Liver and Bile Duct Infections,2018.0,The addition of ribavirin (RBV) to peg-IFN improved SVR rates and became the mainstay of therapy,possible,True,False,0,0,0,0.0,improved
7497,8124,5ed162916c24882e7936eb2347757374a81402c0,ciprofloxacin,body,10.1016/b978-0-12-801885-9.00010-x,10 Select agent program impact on the IBC,2016.0,"These countermeasures may include vaccinations or plans for provision of therapeutic treatments, such as oseltamivir or ciprofloxacin, should there be a high level of suspicion of the possibility of exposure",potential,True,False,0,0,0,0.0,treatment
7498,8125,5ed162916c24882e7936eb2347757374a81402c0,oseltamivir,body,10.1016/b978-0-12-801885-9.00010-x,10 Select agent program impact on the IBC,2016.0,"These countermeasures may include vaccinations or plans for provision of therapeutic treatments, such as oseltamivir or ciprofloxacin, should there be a high level of suspicion of the possibility of exposure",potential,True,False,0,0,0,0.0,treatment
7896,8559,60ed0c88c9c6f930b9a95bb7743380519370c7f4,acepromazine,body,10.1016/b0-72-160138-3/50002-3,Section 1 Emergency Care,2006.0,"Administer the anxiolytic tranquilizer acepromazine (0.02-0.05 mg/kg IV, IM, SQ) to decrease patient anxiety",,True,True,0,0,0,0.0,Administer
8459,9162,64d44f11ef92426fc34085a407dac52e8b051dc7,acetaminophen,body,10.1016/j.medcle.2016.10.022,Zika virus infection or the future of infectious diseases,2016.0,"40 We have no direct action antiviral treatment or any treatment that may limit its transmission; fever can be treated with acetaminophen to start with, and NSAIDs can be reserved for patients with joint involvement, provided dengue had been ruled out, otherwise the risk of bleeding may be enhanced.",,False,False,1,1,0,0.0,treated
8574,9289,66b67940ae16f657fd93fad230081d20d98c55f7,lopinavir,body,10.1093/pcmedi/pbaa002,A precision medicine approach to managing Wuhan Coronavirus pneumonia,2020.0,"(a) Bed rest, supporting treatment, and monitoring vital signs; (b) Routine laboratory tests for blood and urine, C-reactive protein, serum biochemical indexes, and coagulation function; (c) Antiviral therapies with atomized inhalation of Î±interferon and lopinavir or ritonavir in suitable patients; (d) Avoid inappropriate and blind administration of antibiotics, especially broad-spectrum antibiotics",,True,True,0,0,0,0.0,therapies
8575,9290,66b67940ae16f657fd93fad230081d20d98c55f7,ritonavir,body,10.1093/pcmedi/pbaa002,A precision medicine approach to managing Wuhan Coronavirus pneumonia,2020.0,"(a) Bed rest, supporting treatment, and monitoring vital signs; (b) Routine laboratory tests for blood and urine, C-reactive protein, serum biochemical indexes, and coagulation function; (c) Antiviral therapies with atomized inhalation of Î±interferon and lopinavir or ritonavir in suitable patients; (d) Avoid inappropriate and blind administration of antibiotics, especially broad-spectrum antibiotics",,True,True,0,0,0,0.0,therapies
8833,9567,68a7101a90454172c91785d8c352f776a82df5d4,acetate,body,10.1016/j.jneuroim.2010.08.001,"ISNI 2010 Abstracts Tuesday October 26th, 2010 10th Course of the European School of Neuroimmunology",2010.0,Glatiramer acetate (GA) therapy in multiple sclerosis (MS) is considered to lead to systemic alterations in circulating monocytes,could,True,False,0,0,0,0.0,therapy
8834,9568,68a7101a90454172c91785d8c352f776a82df5d4,glatiramer,body,10.1016/j.jneuroim.2010.08.001,"ISNI 2010 Abstracts Tuesday October 26th, 2010 10th Course of the European School of Neuroimmunology",2010.0,Glatiramer acetate (GA) therapy in multiple sclerosis (MS) is considered to lead to systemic alterations in circulating monocytes,could,True,False,0,0,0,0.0,therapy
8849,9583,68a7101a90454172c91785d8c352f776a82df5d4,acetate,body,10.1016/j.jneuroim.2010.08.001,"ISNI 2010 Abstracts Tuesday October 26th, 2010 10th Course of the European School of Neuroimmunology",2010.0,"The therapeutic effect of Glatiramer acetate (GA, CopaxoneÃ¢) has been attributed to immunomodulation from inflammatory towards anti-inflammatory pathway",,True,False,0,0,0,0.0,effect
8850,9584,68a7101a90454172c91785d8c352f776a82df5d4,glatiramer,body,10.1016/j.jneuroim.2010.08.001,"ISNI 2010 Abstracts Tuesday October 26th, 2010 10th Course of the European School of Neuroimmunology",2010.0,"The therapeutic effect of Glatiramer acetate (GA, CopaxoneÃ¢) has been attributed to immunomodulation from inflammatory towards anti-inflammatory pathway",,True,False,0,0,0,0.0,effect
8857,9592,68a7101a90454172c91785d8c352f776a82df5d4,acetate,body,10.1016/j.jneuroim.2010.08.001,"ISNI 2010 Abstracts Tuesday October 26th, 2010 10th Course of the European School of Neuroimmunology",2010.0,"Aims: To investigate the expression of P2X7R, IL-1beta and ectoapyrase CD39 on peripheral blood monocytes of MS patients and to see whether Glatiramer Acetate (GA) therapeutic effects in MS may be possibly mediated by mechanisms interfering with the ATP/P2X7R interaction and hence with the induction of IL-1beta or with the ATP activity modulating CD39",may,True,False,0,0,0,0.0,therapeutic
8858,9593,68a7101a90454172c91785d8c352f776a82df5d4,glatiramer,body,10.1016/j.jneuroim.2010.08.001,"ISNI 2010 Abstracts Tuesday October 26th, 2010 10th Course of the European School of Neuroimmunology",2010.0,"Aims: To investigate the expression of P2X7R, IL-1beta and ectoapyrase CD39 on peripheral blood monocytes of MS patients and to see whether Glatiramer Acetate (GA) therapeutic effects in MS may be possibly mediated by mechanisms interfering with the ATP/P2X7R interaction and hence with the induction of IL-1beta or with the ATP activity modulating CD39",may,True,False,0,0,0,0.0,therapeutic
8912,9651,69eb6f3994e9038a39895bc685be0d3aac1c2746,acetaminophen,body,10.1016/j.jpeds.2016.05.025,Nonsteroidal Anti-Inflammatory Drug without Antibiotics for Acute Viral Infection Increases the Empyema Risk in Children: A Matched Case-Control Study,2016.0,"Acetaminophen also was prescribed more frequently for cases than controls, particularly when taken for at least 3 consecutive days (Table III) .",,False,False,0,0,0,0.0,prescribed
8943,9685,6a699211ba4c73887c906f8888d52912c626d09a,amantadine,body,,,,(2002) have used a highly neurovirulent recombinant R404BP strain of influenza A (H1N1) virus to test amantadine therapy in mice,,False,False,0,0,0,0.0,therapy
8958,9700,6aadca94314fe7e81e278fbbef178f2a5bf4f538,acetaminophen,body,10.1186/cc13531,Lower airway sampling greatly increases detection of respiratory viruses in critically ill patients: the COURSE study,2014.0,Reference Introduction Acetaminophen (APAP) is commonly administered in the surgical ICU (SICU) for its analgesic and antipyretic eff ects,,False,False,0,0,0,0.0,administer
9074,9830,6bcf5a5f877be9a08113db6aec4a409f8d111895,acetaminophen,body,10.1186/1752-1947-5-520,Respiratory failure presenting in H1N1 influenza with Legionnaires disease: two case reports,2011.0,"Acetaminophen, ketorolac, levofloxacin and normal saline were administered.",,False,False,0,0,0,0.0,administered
9143,9905,6cd83be7f164f219a52ec861871c77790da19acd,testosterone,body,10.1016/b978-0-12-374279-7.19001-0,Immunity and the Endocrine System,2016.0,"The adaptive immune response is also suppressed by testosterone, mirrored by a reduced T cell proliferation and cytokine production (Olsen and Kovacs, 1996) , a lower proliferation of immature thymocytes, and accelerated thymic apoptosis (McMurray et al., 2001) , thereby inducing thymic atrophy (Chang et al., 2013; Olsen et al., 1991) ",,True,True,0,0,0,0.0,suppressed
9325,10093,6ebbce608cb316b579ed926190d068a6fa90534a,vancomycin,body,10.1186/s12931-016-0479-4,â€˜The Microbiome and the Pathophysiology of Asthmaâ€™,2016.0,"To test the effect of early life antibiotic exposure to the microbiota and subsequent allergic asthma susceptibility Russell et al., treated neonatal mice with clinical doses of Vancomycin and Streptomycin",could,True,False,0,0,0,0.0,treated
9462,10249,70fefc54856d09f01cb983932a860dc4dacb9f46,acacia,body,10.3892/ijmm.2012.1096,Curcumin inhibits HCV replication by induction of heme oxygenase-1 and suppression of AKT,2012.0,"In certain reports, the inhibition of NF-ÎºB shows anti-HCV activity: for example, the Acacia confusa (61) and San-Huang-Xie-Xin-Tang extracts (62) suppress HCV replication associated with NF-ÎºB inhibition",,True,True,0,0,0,0.0,suppress
9478,10268,715fec9052e391ea2d2bd055e7fea736b2882bc7,testosterone,body,,In vitro macrophage manifestation of cortisone-induced decrease in resistance to mouse hepatitis virus,1981.0,Two steroids (progesterone and testosterone) were similarly administered,,False,False,0,0,0,0.0,administer
10090,10930,78814db48e430f67f1471d04c588beebc128fa19,acetate,body,10.1016/b978-0-7216-7665-4.50015-2,Chapter 11 The Liver and Pancreas,2001.0,"If o-penicillamine is not tolerated, another copper chelator, 2,3,2-trientine, administered at 10 to 15 mg/kg orally one to two times daily or zinc acetate administered at 50 to 200 mg orally once a day, decreases intestinal absorption of copper and may be used",may,True,False,1,1,0,0.0,administered
10091,10931,78814db48e430f67f1471d04c588beebc128fa19,acetate,body,10.1016/b978-0-7216-7665-4.50015-2,Chapter 11 The Liver and Pancreas,2001.0,"If o-penicillamine is not tolerated, another copper chelator, 2,3,2-trientine, administered at 10 to 15 mg/kg orally one to two times daily or zinc acetate administered at 50 to 200 mg orally once a day, decreases intestinal absorption of copper and may be used",may,True,False,1,1,0,0.0,administered
10136,10980,791afe1d829e56b23ce1f098c66cdb4fc4b1eb34,acetaminophen,body,10.1016/j.pcl.2005.06.002,Prevention of Travel-Related Infectious Diseases in Families of Internationally Adopted Children,2005.0,You may administer pediatric acetaminophen to control the temperature.,,False,False,0,0,0,0.0,administer
10141,10985,792417a1bbb50a19ce96e8354aa9f16f2424b850,acetate,body,10.1186/cc12073,High incidence of respiratory viruses in critically ill adult patients with respiratory failure,2013.0,"We collected for each patient the GBS, the blood lactate value on arrival in the ED, the blood lactate value after bolus administration of 20 to 40 ml/kg Ringer's acetate (initial fl uid therapy) and the report of urgent endoscopy",hypothesize,False,False,0,0,0,0.0,administration
10218,11067,79e75fc82b515edcb68d6c8a6b83d630e3b21193,acetate,body,10.1111/jvim.15473,Perspectives in veterinary medicine: Description and classification of bronchiolar disorders in cats,2019.0,The cat had been treated for psychogenic alopecia with megestrol and methylprednisolone acetate and subsequently developed mammary masses,potential,False,False,0,0,0,1.0,treated
10400,11263,7af37cc39c5f2eeb88b98ea439da7fc687eddb60,acepromazine,body,10.1051/vetres/2009028,In vivo transmission studies of â€˜Candidatus Mycoplasma turicensisâ€™ in the domestic cat,2009.0,"The cats were administered acepromazine (Arovet AG, Zollikon, Switzerland, 0.01 mg/kg) and buprenorphine (Essex Chemie, Switzerland, 0.01 mg/kg) intramuscularly, followed by an intravenous injection of propofol (Fresenius, Bad Homburg, Germany; induction 5 mg/kg; maintenance 1 mg/kg every 2 min)",,True,False,0,0,0,0.0,administered
10403,11266,7af37cc39c5f2eeb88b98ea439da7fc687eddb60,acetate,body,10.1051/vetres/2009028,In vivo transmission studies of â€˜Candidatus Mycoplasma turicensisâ€™ in the domestic cat,2009.0,"All three cats were administered two doses of methylprednisolone acetate intramuscularly (10 mg/kg, Depo-Medrol, Pfizer AG, Zurich, Switzerland) in an attempt to immunocompromise the cats; Cats X and Y were injected 16 and 9 days prior to CMt inoculation, Cat Z was injected 8 and 1 days prior to CMt inoculation",,True,False,0,0,0,1.0,administer
10433,11299,7bc902adee438abe3d23d51cb7223c90fe111867,acetaminophen,body,10.1016/b978-1-4160-4390-4.00134-x,134 Animals Hazardous to Humans,2013.0,Pain can be treated with oral acetaminophen or codeine phosphate,possible,True,False,0,0,0,0.0,treated
10446,11313,7bfcd661fcd1248cb3ecaeea416eee85a689bf32,acetate,body,10.1186/2045-3701-4-11,Control of HPV-associated tumors by innovative therapeutic HPV DNA vaccine in the absence of CD4+ T cells,2014.0,"Briefly, female C57BL/6 mice were treated with 3 mg/ mouse of medroxyprogesterone acetate via subcutaneous injection",could,False,False,0,0,0,0.0,treated
10992,11896,83953a069758ba0518e840caf74440b678f3ad12,acetate,body,10.1016/b978-0-7020-2827-4.50017-6,Chapter 11 Diseases of special concern,2007.0,Chemical means to treat POA can be by megestrol acetate which has been used to delay oestrus but there may be a risk of pyometra,,True,False,0,0,0,0.0,treat
11019,11924,8410d35d9d6859a92202a79f76d77cb8e7ed69da,tetracycline,body,10.1016/b978-1-4557-4801-3.00104-1,104 Tropical Sprue Enteropathy,2015.0,Combination therapy with tetracycline and folate seems to be most effective in symptom resolution and cure of diarrhea with promotion of weight gain,,True,False,0,0,0,0.0,therapy
11020,11925,8410d35d9d6859a92202a79f76d77cb8e7ed69da,tetracycline,body,10.1016/b978-1-4557-4801-3.00104-1,104 Tropical Sprue Enteropathy,2015.0,Combination therapy with tetracycline and folate seems to be most effective in symptom resolution and cure of diarrhea with promotion of weight gain,,True,False,0,0,0,0.0,therapy
11109,12019,84880da41ed365501561a145b4596bc6509b5d6d,acetaminophen,body,10.1016/b978-0-323-44329-6.00007-3,Chapter 7 Clinical Approach to Commonly Encountered Problems,2018.0,"Also, Î±-MSH has significant antipyretic effects, being more effective in controlling fever than acetaminophen when administered to human beings",may,True,False,0,0,0,0.0,administered
11176,12088,84e4e7bfc31594ccc66e51123640ee64006c43a0,acetate,body,10.1016/j.cvex.2016.01.006,Medical and Surgical Emergencies in Ferrets,2016.0,"Human chorionic gonadotropin (100 IU) Medroxyprogesterone (15 mg) Proligestone (40 mg) Gonadotropin-releasing hormone (GnRH; 20 mg/kg) Long-term depot GnRH agonists (4.7 mg deslorelin acetate [Suprelorin, Virbac]) Hyperestrogenism from adrenal hyperplasia or neoplasia Current therapies for adrenal disease in ferrets include medical and/or surgical treatment",,True,False,0,0,0,0.0,therapies
11309,12232,8607aac9046864becdec9a89df48524d61192e09,acetate,body,10.3390/v12010026,A Soluble Version of Nipah Virus Glycoprotein G Delivered by Vaccinia Virus MVA Activates Specific CD8 and CD4 T Cells in Mice,2019.0,"Nonstimulated cells were used as a mock control, and the positive controls cultures were treated with phorbol myristate acetate (PMA) and ionomycin (both from Sigma-Aldrich) or vaccinia virus (VACV)-specific CD8 T cell epitope, B8R 20-27 (TSYKFESV) [59] ",,False,False,0,0,0,0.0,treated
11315,12238,862dbb7e5c850f946575d3c882f46be61d139a22,acetate,body,10.1016/j.jff.2013.04.018,Bioactive principles from Cordyceps sinensis: A potent food supplement â€“ A review,2013.0,"Crystallized preparation of CS (Cs-Cr) could cause significant elevation of T helper cells and Lyt-1/Lyt-2 (T helper to T suppressor cell) ratio both in peripheral blood and the treated mice spleen and also could provide protection against immunosuppressive effects of prednisolone acetate and cyclophosphamide to T helper cells (Chen, Chen, Sun, Hsieh, & Henshall, 1991) ",,False,False,0,0,0,1.0,effect
11323,12246,86350f9291fa5cbf03bb638e3d4c62e543334113,acetaminophen,body,10.1016/s0095-4543(05)70355-9,THE COMMON COLD,1996.0,Aspirin and acetaminophen suppress the serum antibody response but increase nasal symptoms and signs,,False,False,0,0,0,1.0,suppress
11725,12674,8a541d5535412574cecb9a7bf5489e569896d15c,testosterone,body,10.1016/s0147-9571(01)00033-9,The effect of immunosuppression on protective immunity of turkey poults against infection with turkey coronavirus,2002.0,"The protective role of B cells against IBV infections has been shown by selective experimental suppression with the chemical CY, the hormone testosterone propionate, or surgical bursectomy [10] ",may,True,True,0,0,0,0.0,suppression
11809,12761,8baba2afe8dd478ae1d7ed13b666098aa3bfb623,acetaminophen,body,10.3201/eid1002.030736,SARS and Pregnancy: A Case Report,2004.0,"The next morning, she sought medical attention and was prescribed chlorpheniramine and acetaminophen",,True,True,0,0,0,0.0,prescribe
11902,12861,8c55bcbbc026105e30552c1c955cabef0bffcdba,acetate,body,10.1016/j.msard.2018.09.035,Thymosins in multiple sclerosis and its experimental models: moving from basic to clinical application,2019.0,"In particular, immune-modulatory therapies, such as IFN-Î², glatiramer acetate or teriflunomide, could impact the low circulating level of TÎ±1 and/or TÎ²4 in MS patients",may,False,False,0,0,0,0.0,therapies
11904,12863,8c55bcbbc026105e30552c1c955cabef0bffcdba,glatiramer,body,10.1016/j.msard.2018.09.035,Thymosins in multiple sclerosis and its experimental models: moving from basic to clinical application,2019.0,"In particular, immune-modulatory therapies, such as IFN-Î², glatiramer acetate or teriflunomide, could impact the low circulating level of TÎ±1 and/or TÎ²4 in MS patients",may,False,False,0,0,0,0.0,therapies
11907,12866,8c55bcbbc026105e30552c1c955cabef0bffcdba,teriflunomide,body,10.1016/j.msard.2018.09.035,Thymosins in multiple sclerosis and its experimental models: moving from basic to clinical application,2019.0,"In particular, immune-modulatory therapies, such as IFN-Î², glatiramer acetate or teriflunomide, could impact the low circulating level of TÎ±1 and/or TÎ²4 in MS patients",may,False,False,0,0,0,0.0,therapies
